"event_message","id","method","path","status_code","timestamp"
"GET | 200 | 167.88.159.70 | 81af1c047aba0179 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","b1371a10-0505-488e-9933-930a7525808d","GET","/rest/v1/","200","1698117894093000"
"GET | 200 | 167.88.159.70 | 81af1c048897d506 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","0964fb83-8839-4877-962e-0b00f412a6fd","GET","/auth/v1/health","200","1698117893935000"
"GET | 200 | 167.88.159.70 | 81af19deab8a3d04 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","e2d4f498-36d8-497d-8a5f-153a8aa6039d","GET","/auth/v1/health","200","1698117806071000"
"GET | 200 | 167.88.159.70 | 81af19de9a562a77 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","530d7e71-d5c1-4efe-8ec8-7f7d9c4d7360","GET","/rest/v1/","200","1698117805982000"
"GET | 401 | 3.10.59.20 | 81af068a88036549 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","c97061d9-857f-493f-b810-455e4ebdccdd","GET","/auth/v1/user","401","1698117014230000"
"GET | 401 | 3.10.59.20 | 81af05edcf72dd84 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","bcec50d5-cf4c-494e-bc3d-cb37a4776772","GET","/auth/v1/user","401","1698116989127000"
"GET | 401 | 13.40.209.80 | 81af05e17ea1dc87 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","cd735fe3-f5d7-4f32-8006-5b86a7414499","GET","/auth/v1/user","401","1698116987194000"
"GET | 401 | 13.40.209.80 | 81af03e48ae46347 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","3755e503-1139-49e2-8322-f9cca2092a76","GET","/auth/v1/user","401","1698116905753000"
"GET | 401 | 13.40.209.80 | 81af038a2fa20691 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","da2a2189-a416-478d-baf1-f1c6fb3a7960","GET","/auth/v1/user","401","1698116891299000"
"GET | 200 | 167.88.159.70 | 81aeeb02bd690210 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","64471610-6361-4a73-9617-f61e9cc321b7","GET","/rest/v1/","200","1698115886636000"
"GET | 200 | 167.88.159.70 | 81aeeb02ba8b0222 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","713db057-c086-4e4b-9f62-4c28598fbcc0","GET","/auth/v1/health","200","1698115886602000"
"GET | 200 | 167.88.159.70 | 81aee9db2c19f110 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","3733c9c7-97b4-4d1c-b84b-f568c660cb9c","GET","/rest/v1/","200","1698115839338000"
"GET | 200 | 167.88.159.70 | 81aee9db29a3d5a0 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","68363ad0-8820-4931-8de8-d289982f99df","GET","/auth/v1/health","200","1698115839289000"
"GET | 200 | 167.88.159.70 | 81aee88f0da200cc | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","372cff41-31c9-44d3-85a5-13ea87256af6","GET","/rest/v1/","200","1698115786149000"
"GET | 200 | 167.88.159.70 | 81aee883e8a70053 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","76d51fe2-06b6-4edc-a033-f45ff1e51032","GET","/rest/v1/","200","1698115784381000"
"GET | 200 | 167.88.159.70 | 81aee85d0c3a01bf | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","c724c247-83ad-459e-a453-2c2998c89c97","GET","/rest/v1/","200","1698115778211000"
"GET | 200 | 167.88.159.70 | 81aee85d0a313ccb | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","2642edcb-1d3f-4262-a52a-e0de7f196c0a","GET","/auth/v1/health","200","1698115778190000"
"GET | 200 | 167.88.159.70 | 81aee2ae2bbc3c83 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","8926d3b4-3d62-4b99-b063-e88ea348ba01","GET","/rest/v1/","200","1698115545424000"
"GET | 200 | 167.88.159.70 | 81aee2ae3d600090 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","814c59b8-227f-4d9b-8e81-883c4775ab5a","GET","/auth/v1/health","200","1698115545403000"
"GET | 401 | 18.170.38.1 | 81aea5881b5760e8 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","4e33fc76-6a23-454a-85f5-31dee947b7e9","GET","/auth/v1/user","401","1698113040733000"
"GET | 200 | 167.88.159.70 | 81ae92954f870181 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","8419cae1-9f20-4222-a3ff-1c1e4881efd8","GET","/rest/v1/","200","1698112264660000"
"GET | 200 | 167.88.159.70 | 81ae92954d340636 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","041544bf-d2c3-41ca-8977-43e5054f33c9","GET","/auth/v1/health","200","1698112264630000"
"GET | 200 | 167.88.159.70 | 81ae90bbfbdc017d | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","31d97b24-b1f4-4d00-81df-660ef1576761","GET","/rest/v1/","200","1698112188908000"
"GET | 200 | 167.88.159.70 | 81ae90bc08272a6d | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","724258c3-63ca-44d0-9d00-0e5b0203a115","GET","/auth/v1/health","200","1698112188898000"
"GET | 200 | 167.88.159.70 | 81ae8e04be8af174 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","6c86e824-22f3-4a27-9d91-8ab74d9ac140","GET","/rest/v1/","200","1698112077683000"
"GET | 200 | 167.88.159.70 | 81ae8e04beabd63e | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","a419f82f-10b7-4d5d-8e34-f6c0f4cd60f4","GET","/auth/v1/health","200","1698112077655000"
"GET | 200 | 167.88.159.70 | 81ae8a005e9ed64a | https://wppobnexkabjdfbgxtvn.supabase.co/rest-admin/v1/live | supabase-api/e7f9c0c","ad9b4322-c9ce-4547-91ed-aadc9996b0a4","GET","/rest-admin/v1/live","200","1698111913087000"
"GET | 200 | 167.88.159.70 | 81ae8a005921019e | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","c59a57cb-7a2f-4512-bbc5-b47825aa2d15","GET","/auth/v1/health","200","1698111913078000"
"GET | 200 | 167.88.159.70 | 81ae89e5d82300a4 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","819aa14a-da95-4f36-a5f5-9e7c8ed8bba7","GET","/rest/v1/","200","1698111908818000"
"GET | 200 | 167.88.159.70 | 81ae89d24da922a4 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","7109458e-7ef0-465c-94f6-a4e28c642052","GET","/rest/v1/","200","1698111905717000"
"GET | 200 | 167.88.159.70 | 81ae89ca8dba2a52 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","643ef188-3df5-4822-91b8-e1390fc50b04","GET","/rest/v1/","200","1698111904481000"
"GET | 200 | 167.88.159.70 | 81ae89995ad7018e | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","cd7ccb49-6f0d-48e2-b45d-db3452666364","GET","/rest/v1/","200","1698111896611000"
"GET | 200 | 167.88.159.70 | 81ae89995e1c02cf | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","b31b62d7-8ffb-42fb-ad4c-da79e527dd11","GET","/auth/v1/health","200","1698111896600000"
"GET | 200 | 167.88.159.70 | 81ae89520f9a01c9 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","4cd2c2a0-0a00-40a9-8e96-48e432edc55c","GET","/rest/v1/","200","1698111885233000"
"GET | 200 | 167.88.159.70 | 81ae892bda90f1a4 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","67137cad-6e18-4b59-aa9e-cf2452fefe27","GET","/rest/v1/","200","1698111879128000"
"GET | 200 | 167.88.159.70 | 81ae88cad8cd02cd | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","2cb6bca0-3e14-4043-897d-e327c46bfbb0","GET","/rest/v1/","200","1698111863540000"
"GET | 200 | 167.88.159.70 | 81ae88b7a8f70226 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | node-fetch/1.0 (+https://github.com/bitinn/node-fetch)","08f0f6f7-8d5c-4281-838f-8c96f98ea32e","GET","/rest/v1/","200","1698111860493000"
"GET | 200 | 167.88.159.70 | 81ae888bbb070371 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","3fd6bd56-15aa-4489-b6df-57ffa0c8f7a8","GET","/rest/v1/","200","1698111853511000"
"GET | 200 | 167.88.159.70 | 81ae888bbf7d0289 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","d3e12f04-716e-4774-97b4-47b1df1d1017","GET","/auth/v1/health","200","1698111853480000"
"GET | 200 | 167.88.159.70 | 81ae8714380e014f | https://wppobnexkabjdfbgxtvn.supabase.co/storage/v1/bucket | supabase-api/e7f9c0c","abbf977d-aa4c-4171-8fd6-6706378b90a7","GET","/storage/v1/bucket","200","1698111793510000"
"GET | 200 | 18.130.249.13 | 81ae8714e945368e | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/buckets?select=id%2Cname%2Cpublic%2Cowner%2Ccreated_at%2Cupdated_at%2Cfile_size_limit%2Callowed_mime_types | undici","73c1be3c-a376-4b1e-88c3-f6b157953026","GET","/rest/v1/buckets","200","1698111793499000"
"GET | 200 | 167.88.159.70 | 81ae87142f282a32 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","9f848bfe-5b94-403b-98e5-d83bc4145210","GET","/rest/v1/","200","1698111793429000"
"GET | 200 | 167.88.159.70 | 81ae87142b0d063a | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","d49e4f7c-bcb4-4a00-9b72-4e3767821852","GET","/auth/v1/health","200","1698111793409000"
"GET | 200 | 13.212.100.165 | 81ae7f84399f9f6b | https://wppobnexkabjdfbgxtvn.supabase.co/admin/v1/service/restart/gotrue | axios/1.5.1","c3ac512e-90fa-429f-b1e8-31be3f41da75","GET","/admin/v1/service/restart/gotrue","200","1698111484549000"
"POST | 200 | 13.212.100.165 | 81ae7f7f3fe3603a | https://wppobnexkabjdfbgxtvn.supabase.co/admin/v1/config/gotrue | axios/1.5.1","7b58f51c-28c1-4ce3-b27c-ab750e2c682d","POST","/admin/v1/config/gotrue","200","1698111483544000"
"GET | 200 | 167.88.159.70 | 81ae7f315b5999e7 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","f0774c1a-4278-4e93-8a9c-4efae687f3dd","GET","/rest/v1/","200","1698111470402000"
"GET | 200 | 167.88.159.70 | 81ae7f314f3a063a | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","7fa9c7ff-86b4-4afe-b238-19f9d3009e0b","GET","/auth/v1/health","200","1698111470380000"
"GET | 401 | 18.169.127.241 | 81ae6d5a9b346409 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","d0eda441-3497-4db7-9f37-6f7750e3b04b","GET","/auth/v1/user","401","1698110739704000"
"GET | 401 | 18.169.127.241 | 81ae6b91cc446409 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","de18a81d-ce84-4645-818e-d4e79ff262f0","GET","/auth/v1/user","401","1698110666566000"
"GET | 401 | 18.169.127.241 | 81ae6b88ce046409 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","80515529-4373-46b4-b425-66aaf689b8e0","GET","/auth/v1/user","401","1698110665166000"
"GET | 401 | 18.134.245.185 | 81ae6b8898f73dac | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","c39775c3-e463-4e5e-8267-c02a7fd6b3c2","GET","/auth/v1/user","401","1698110665126000"
"GET | 200 | 167.88.159.70 | 81ae62dfad5a3c95 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","a7dcdae6-33d0-4df9-a1d3-422e289b03bf","GET","/rest/v1/","200","1698110310452000"
"GET | 200 | 167.88.159.70 | 81ae62dfa9352a37 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","c3dab9f1-0722-4a80-9915-77eabb16d27b","GET","/auth/v1/health","200","1698110310407000"
"GET | 200 | 167.88.159.70 | 81ae62c64859d5c0 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","0e5864bb-2b14-4f77-8a60-b7b7c3766e97","GET","/rest/v1/","200","1698110306416000"
"GET | 200 | 167.88.159.70 | 81ae62c64f99d6f6 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","ea6e9a3d-bcc3-4609-baca-737d8a303842","GET","/auth/v1/health","200","1698110306349000"
"GET | 200 | 167.88.159.70 | 81ae61bbcc590340 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","c699e0d5-4cdc-4e1a-a362-43170fe599ce","GET","/rest/v1/","200","1698110263769000"
"GET | 200 | 167.88.159.70 | 81ae61bbcf790214 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","c255b29b-0f06-4d97-8d3a-fb42b3f7e215","GET","/auth/v1/health","200","1698110263742000"
"GET | 200 | 167.88.159.70 | 81ae5af9382cf196 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","338108a0-6e0b-495c-b97c-0689c99dde4b","GET","/auth/v1/health","200","1698109986978000"
"GET | 200 | 167.88.159.70 | 81ae5af93c5e0275 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","289b478d-8398-485c-9007-50b017dae05d","GET","/rest/v1/","200","1698109986871000"
"GET | 200 | 167.88.159.70 | 81ae58845eb92a08 | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","669949a9-06de-49f3-8fa6-ead98b5a176d","GET","/rest/v1/","200","1698109886250000"
"GET | 200 | 167.88.159.70 | 81ae588449550479 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","dbc25da3-a4d4-4fd1-87f7-2148c51bc2fb","GET","/auth/v1/health","200","1698109886233000"
"GET | 200 | 167.88.159.70 | 81ae57544c5c029e | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","d600d5cf-63d9-44d6-9ba7-ab2ba91deca0","GET","/rest/v1/","200","1698109837603000"
"GET | 200 | 167.88.159.70 | 81ae57544f8bd6da | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","817e44f9-368f-40e3-b3b8-85a88ca04b48","GET","/auth/v1/health","200","1698109837587000"
"GET | 200 | 167.88.159.70 | 81ae5650cd653ced | https://wppobnexkabjdfbgxtvn.supabase.co/rest/v1/ | supabase-api/e7f9c0c","b8b8f482-cc7b-4fee-a152-b71984ea6e81","GET","/rest/v1/","200","1698109796092000"
"GET | 200 | 167.88.159.70 | 81ae5650cb6a153d | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/health | supabase-api/e7f9c0c","51bb24a4-4066-4ddc-83f2-3f9201457400","GET","/auth/v1/health","200","1698109796074000"
"POST | 204 | 62.174.170.11 | 81ae556d0f135e1c | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/logout?scope=global | undici","15520eff-1d6f-48ef-a870-93c54937bfea","POST","/auth/v1/logout","204","1698109759692000"
"GET | 200 | 62.174.170.11 | 81ae551b9c522f83 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/user | undici","aac28faf-539b-4a82-97f0-a2f0e779b618","GET","/auth/v1/user","200","1698109746602000"
"POST | 200 | 62.174.170.11 | 81ae550268a03148 | https://wppobnexkabjdfbgxtvn.supabase.co/auth/v1/token?grant_type=password | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36","31a79411-fce9-4cf9-90b2-aa799a4403d8","POST","/auth/v1/token","200","1698109742681000"
